2021-12-12 21:12:298 INFO  ManageDriver :31 - Launching Chrome Browser
2021-12-15 17:12:586 INFO  AccountPage :106 - Verify Transaction successful message : [[ChromeDriver: chrome on WINDOWS (4a69bdf1d59e27df62e0ae692c945646)] -> xpath: //span[contains(normalize-space(),'Transaction successful')]]
2021-12-15 17:12:181 INFO  ManageDriver :31 - Launching Chrome Browser
2021-12-15 17:12:378 INFO  HomePage :38 - Clicking on customer log in tab : [[ChromeDriver: chrome on WINDOWS (fba2a0bf07bdb53fe54e534f3b203232)] -> xpath: //button[normalize-space()='Customer Login']]
2021-12-15 17:12:961 INFO  CustomerLoginPage :31 - Search customer name : [[ChromeDriver: chrome on WINDOWS (fba2a0bf07bdb53fe54e534f3b203232)] -> xpath: //select[@id='userSelect']]
2021-12-15 17:12:42 INFO  CustomerLoginPage :37 - Click on Log in button : [[ChromeDriver: chrome on WINDOWS (fba2a0bf07bdb53fe54e534f3b203232)] -> xpath: //button[normalize-space()='Login']]
2021-12-15 17:12:403 INFO  AccountPage :56 - Clicking on Deposit Tab : [[ChromeDriver: chrome on WINDOWS (fba2a0bf07bdb53fe54e534f3b203232)] -> xpath: //button[normalize-space()='Deposit']]
2021-12-15 17:12:829 INFO  AccountPage :62 - Entering deposit Amount : [[ChromeDriver: chrome on WINDOWS (fba2a0bf07bdb53fe54e534f3b203232)] -> xpath: //input[@placeholder='amount']]
2021-12-15 17:12:915 INFO  AccountPage :68 - Clicking on Deposit Button : [[ChromeDriver: chrome on WINDOWS (fba2a0bf07bdb53fe54e534f3b203232)] -> xpath: //button[@type='submit']]
2021-12-15 17:12:974 INFO  AccountPage :76 - Verifying successful deposit message : [[ChromeDriver: chrome on WINDOWS (fba2a0bf07bdb53fe54e534f3b203232)] -> xpath: //span[contains(normalize-space(),'Deposit Successful')]]
2021-12-15 17:12:768 INFO  ManageDriver :31 - Launching Chrome Browser
2021-12-15 17:12:139 INFO  HomePage :38 - Clicking on customer log in tab : [[ChromeDriver: chrome on WINDOWS (d88e9876c8e4ff71efb595615aa5e5a5)] -> xpath: //button[normalize-space()='Customer Login']]
2021-12-15 17:12:716 INFO  CustomerLoginPage :31 - Search customer name : [[ChromeDriver: chrome on WINDOWS (d88e9876c8e4ff71efb595615aa5e5a5)] -> xpath: //select[@id='userSelect']]
2021-12-15 17:12:800 INFO  CustomerLoginPage :37 - Click on Log in button : [[ChromeDriver: chrome on WINDOWS (d88e9876c8e4ff71efb595615aa5e5a5)] -> xpath: //button[normalize-space()='Login']]
2021-12-15 17:12:207 INFO  AccountPage :56 - Clicking on Deposit Tab : [[ChromeDriver: chrome on WINDOWS (d88e9876c8e4ff71efb595615aa5e5a5)] -> xpath: //button[normalize-space()='Deposit']]
2021-12-15 17:12:623 INFO  AccountPage :62 - Entering deposit Amount : [[ChromeDriver: chrome on WINDOWS (d88e9876c8e4ff71efb595615aa5e5a5)] -> xpath: //input[@placeholder='amount']]
2021-12-15 17:12:710 INFO  AccountPage :68 - Clicking on Deposit Button : [[ChromeDriver: chrome on WINDOWS (d88e9876c8e4ff71efb595615aa5e5a5)] -> xpath: //button[@type='submit']]
2021-12-15 17:12:758 INFO  AccountPage :76 - Verifying successful deposit message : [[ChromeDriver: chrome on WINDOWS (d88e9876c8e4ff71efb595615aa5e5a5)] -> xpath: //span[contains(normalize-space(),'Deposit Successful')]]
2021-12-15 17:12:486 INFO  ManageDriver :31 - Launching Chrome Browser
2021-12-15 17:12:891 INFO  HomePage :38 - Clicking on customer log in tab : [[ChromeDriver: chrome on WINDOWS (3b1465b8d410347c7ff26847d4a7dcf0)] -> xpath: //button[normalize-space()='Customer Login']]
2021-12-15 17:12:374 INFO  CustomerLoginPage :31 - Search customer name : [[ChromeDriver: chrome on WINDOWS (3b1465b8d410347c7ff26847d4a7dcf0)] -> xpath: //select[@id='userSelect']]
2021-12-15 17:12:462 INFO  CustomerLoginPage :37 - Click on Log in button : [[ChromeDriver: chrome on WINDOWS (3b1465b8d410347c7ff26847d4a7dcf0)] -> xpath: //button[normalize-space()='Login']]
2021-12-15 17:12:825 INFO  CustomersPage :48 - Verifying user can logout successfullyHarry Potter
2021-12-15 17:12:569 INFO  ManageDriver :31 - Launching Chrome Browser
2021-12-15 17:12:974 INFO  HomePage :38 - Clicking on customer log in tab : [[ChromeDriver: chrome on WINDOWS (1d70abb64fdc6260b369daadc280a0c5)] -> xpath: //button[normalize-space()='Customer Login']]
2021-12-15 17:12:357 INFO  CustomerLoginPage :31 - Search customer name : [[ChromeDriver: chrome on WINDOWS (1d70abb64fdc6260b369daadc280a0c5)] -> xpath: //select[@id='userSelect']]
2021-12-15 17:12:435 INFO  CustomerLoginPage :37 - Click on Log in button : [[ChromeDriver: chrome on WINDOWS (1d70abb64fdc6260b369daadc280a0c5)] -> xpath: //button[normalize-space()='Login']]
2021-12-15 17:12:890 INFO  CustomersPage :48 - Verifying user can logout successfullyHarry Potter
2021-12-15 17:12:09 INFO  CustomersPage :41 - Verifying logout button displayed : [[ChromeDriver: chrome on WINDOWS (1d70abb64fdc6260b369daadc280a0c5)] -> xpath: //button[normalize-space()='Logout']]
2021-12-15 17:12:856 INFO  ManageDriver :31 - Launching Chrome Browser
2021-12-15 17:12:144 INFO  HomePage :38 - Clicking on customer log in tab : [[ChromeDriver: chrome on WINDOWS (f4dd4c533e2937422f42a5a0afc5260c)] -> xpath: //button[normalize-space()='Customer Login']]
2021-12-15 17:12:716 INFO  CustomerLoginPage :31 - Search customer name : [[ChromeDriver: chrome on WINDOWS (f4dd4c533e2937422f42a5a0afc5260c)] -> xpath: //select[@id='userSelect']]
2021-12-15 17:12:796 INFO  CustomerLoginPage :37 - Click on Log in button : [[ChromeDriver: chrome on WINDOWS (f4dd4c533e2937422f42a5a0afc5260c)] -> xpath: //button[normalize-space()='Login']]
2021-12-15 17:12:191 INFO  AccountPage :56 - Clicking on Deposit Tab : [[ChromeDriver: chrome on WINDOWS (f4dd4c533e2937422f42a5a0afc5260c)] -> xpath: //button[normalize-space()='Deposit']]
2021-12-15 17:12:671 INFO  AccountPage :62 - Entering deposit Amount : [[ChromeDriver: chrome on WINDOWS (f4dd4c533e2937422f42a5a0afc5260c)] -> xpath: //input[@placeholder='amount']]
2021-12-15 17:12:759 INFO  AccountPage :68 - Clicking on Deposit Button : [[ChromeDriver: chrome on WINDOWS (f4dd4c533e2937422f42a5a0afc5260c)] -> xpath: //button[@type='submit']]
